"IC8","IC6","IC1","IC4","IC10","IC2","IC11","IC3","IC5","IC7","IC9"
-2.23192852141719,0.50889558165407,3.06656976333672,0.697410396457565,0.891234690413715,0.349624445152123,-1.3118981619519,0.763995010282518,-0.760009178289513,-0.273855441275932,0.970693571790163
-0.0919055237992923,-1.8295191870767,-0.711737789597555,-0.281645253154022,-0.344968130812051,-0.516273908795278,-1.90948532790865,-1.95457454715614,-1.39806479259485,-0.721639288742876,1.10139632238274
0.376042121828292,0.472643818270734,-0.240298215652589,-0.0509081288696522,2.1083570222867,-0.558370955777904,-1.08406533335589,-1.44355220909116,-1.06227159115257,-1.50106675584214,1.25136968534017
0.745351510607015,-0.394437302171779,-1.11548530667626,0.0521986040850945,0.477694995531332,-0.156155435360271,-0.508836801143468,-1.52497751314722,-1.2500394493175,-1.23990532901076,-1.0647495877518
-0.553840767682744,0.604767049465897,1.37318749336603,0.367184542987128,-1.03476828051114,-0.366791904237462,-1.85129185128078,1.9769716581762,1.0879191837585,-1.54433152805595,0.885333564201512
0.630287450739416,0.283279508532397,0.288399541480741,-0.56629710174886,-0.891123413814064,0.227929195713028,-1.35041470730177,0.0576695003736117,0.721239600767328,-0.880811988000351,0.280359713088288
0.182150857905097,1.53245163970609,1.05057112948739,-0.0185554414062146,-0.472762012755395,0.585403464950449,0.467489802688965,-1.08495592194345,-0.748701946584498,-0.912578271229943,-1.2295250179149
1.66194352550859,-1.35230219908896,1.67599835693607,0.357351312067764,1.05773203363789,-0.231189424346458,-1.16223173206894,1.19306609364992,-0.445611879075353,-0.830544194636836,-1.14422217312314
0.0973569544399759,0.0338712564922164,0.747194048621837,1.04056707922025,0.179294905331943,1.10583859118563,-1.20713779389276,-0.76202952062936,-1.16660196482945,1.88157926253439,0.825059555087814
1.54998983197009,-1.04470435251271,2.21623359065173,-0.748817693755873,1.0483791552441,-0.237661324491331,-1.08590324387578,-0.333252079979898,-0.0453748376240725,-0.389561040096954,-0.88965029764288
1.59110912722613,2.35976928771569,0.267163971824458,-0.365703748804735,-0.563212118895799,0.965365529372137,0.803788243767274,-1.23963307545519,-1.11274429740737,-0.998199718047971,-1.31507753345276
-0.291663404644966,0.994533083956642,0.437284923238522,-0.409752295587789,-1.52587242412661,-2.41846952646832,0.209875443973392,1.38571124508353,-0.215126273787574,0.586430541833891,0.694140134725312
-1.22604223678683,-0.591521256474557,1.47829237580691,0.420777933600977,-0.957623540476048,0.309455416308637,-1.32038864392655,1.25298754876093,0.705482864734333,-1.07983908596422,-0.372017450046533
-1.38920679043882,0.222665651987179,2.11161056629858,0.0374683615418382,-0.34759278607266,0.853808859974329,-0.784160631102524,0.586076990035235,-0.173174869886751,-0.536082416802728,-0.445323040614759
1.10185229701043,0.1093260874325,0.358502955647158,0.376761435353851,-0.7498281212098,0.180774507653208,1.01262614096112,-1.16481251277812,-1.20209008634229,-1.78636342102167,-1.22675079034543
0.0762469852554027,-0.656953326578846,-0.124919753162698,-1.53047172612562,0.555377674186402,-1.24321548196929,-1.39600656831001,0.587467785067145,-0.986972914913586,-0.633063071108935,0.96659417083082
0.554669487054864,-0.825354199808248,2.93220670825151,-0.506974079758983,-1.88848842946532,1.10793404483559,-1.15211420717527,1.01872243332493,-0.515504124411547,-0.775706959418733,0.833761483882514
0.310645299565575,1.11248910596089,2.16236675948335,-1.32454758360745,0.614614693460736,0.0906591802629285,-0.514649283477262,-0.871284161430275,0.852239127104907,-0.422104115523518,0.279435401729427
-1.25672193535773,-0.370673839815458,1.17329032912396,-0.427605210799235,-0.128117741902145,-0.0535575669289681,-0.868329373278727,1.35750437029104,0.655382499560362,-0.729102775970579,-0.838811756525691
-0.048179335130588,0.410791711395059,-0.179603905238105,-0.762282981201049,0.214252472674508,1.39489171225892,0.0457690595956388,-0.95073842598455,0.0373042866940513,-0.713742959743569,-1.28233292377975
-0.989454323327436,0.260005636783259,0.577487809346812,-0.448836495809612,-0.078879641801493,0.440258538559002,-1.02660142534074,-1.37726610130236,-1.44785234465401,-0.753392745464378,1.16031146758721
-1.66913889523999,0.116203716725154,-1.56808071711356,-0.0300014238941932,-0.765099055974387,-0.323370562633116,-0.473812713418018,-1.60312268164595,-1.25534441728475,-1.18236084337608,-1.17068906446006
-0.12159193230053,0.905925643320239,0.763613054048166,-0.671846787843256,-0.571015178862471,0.381817868161949,-0.695633488184291,0.0259209190914259,1.74731960196579,-0.531563969974368,-1.08161222252741
-0.251636671612168,-1.04010497466812,0.108087620502786,-0.20505927936312,-0.851958959069781,0.385758938573391,-1.44582261240475,-1.114809907366,-1.34100509410702,-1.23368525385086,0.997326973970669
-0.143237522226834,1.69808797983982,-1.53220330835991,-0.0082143100087315,-0.5258604309074,0.0552312209092396,0.306321954130374,-1.25719074073199,-1.2969546773978,-1.49911932516296,-1.17731192164035
1.5518716904777,0.58287187979113,0.498317201530654,0.249012410640463,-0.114447939024458,-0.0695523221756902,-0.193902815185672,0.975450773147109,-0.457573453594991,-1.42297268321862,-1.47346108267584
